,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Modified_Age,Modified_Cabin,Modified_Sex,Modified_Embarked
382,0,3,male,32.0,0,0,7.925,,S,30.0,1,0,0.0
383,1,1,female,35.0,1,0,52.0,,S,30.0,1,1,0.0
384,0,3,male,,0,0,7.8958,,S,25.252100840336134,1,0,0.0
385,0,2,male,18.0,0,0,73.5,,S,10.0,1,0,0.0
386,0,3,male,1.0,5,2,46.9,,S,0.0,1,0,0.0
387,1,2,female,36.0,0,0,13.0,,S,30.0,1,1,0.0
388,0,3,male,,0,0,7.7292,,Q,25.252100840336134,1,0,1.0
389,1,2,female,17.0,0,0,12.0,,C,10.0,1,1,2.0
390,1,1,male,36.0,1,2,120.0,B96 B98,S,30.0,6,0,0.0
391,1,3,male,21.0,0,0,7.7958,,S,20.0,1,0,0.0
392,0,3,male,28.0,2,0,7.925,,S,20.0,1,0,0.0
393,1,1,female,23.0,1,0,113.275,D36,C,20.0,8,1,2.0
394,1,3,female,24.0,0,2,16.7,G6,S,20.0,3,1,0.0
395,0,3,male,22.0,0,0,7.7958,,S,20.0,1,0,0.0
396,0,3,female,31.0,0,0,7.8542,,S,30.0,1,1,0.0
397,0,2,male,46.0,0,0,26.0,,S,40.0,1,0,0.0
398,0,2,male,23.0,0,0,10.5,,S,20.0,1,0,0.0
399,1,2,female,28.0,0,0,12.65,,S,20.0,1,1,0.0
400,1,3,male,39.0,0,0,7.925,,S,30.0,1,0,0.0
401,0,3,male,26.0,0,0,8.05,,S,20.0,1,0,0.0
402,0,3,female,21.0,1,0,9.825,,S,20.0,1,1,0.0
403,0,3,male,28.0,1,0,15.85,,S,20.0,1,0,0.0
404,0,3,female,20.0,0,0,8.6625,,S,20.0,1,1,0.0
405,0,2,male,34.0,1,0,21.0,,S,30.0,1,0,0.0
406,0,3,male,51.0,0,0,7.75,,S,50.0,1,0,0.0
407,1,2,male,3.0,1,1,18.75,,S,0.0,1,0,0.0
408,0,3,male,21.0,0,0,7.775,,S,20.0,1,0,0.0
409,0,3,female,,3,1,25.4667,,S,25.252100840336134,1,1,0.0
410,0,3,male,,0,0,7.8958,,S,25.252100840336134,1,0,0.0
411,0,3,male,,0,0,6.8583,,Q,25.252100840336134,1,0,1.0
412,1,1,female,33.0,1,0,90.0,C78,Q,30.0,4,1,1.0
413,0,2,male,,0,0,0.0,,S,25.252100840336134,1,0,0.0
414,1,3,male,44.0,0,0,7.925,,S,40.0,1,0,0.0
415,0,3,female,,0,0,8.05,,S,25.252100840336134,1,1,0.0
416,1,2,female,34.0,1,1,32.5,,S,30.0,1,1,0.0
417,1,2,female,18.0,0,2,13.0,,S,10.0,1,1,0.0
418,0,2,male,30.0,0,0,13.0,,S,30.0,1,0,0.0
419,0,3,female,10.0,0,2,24.15,,S,10.0,1,1,0.0
420,0,3,male,,0,0,7.8958,,C,25.252100840336134,1,0,2.0
421,0,3,male,21.0,0,0,7.7333,,Q,20.0,1,0,1.0
422,0,3,male,29.0,0,0,7.875,,S,20.0,1,0,0.0
423,0,3,female,28.0,1,1,14.4,,S,20.0,1,1,0.0
424,0,3,male,18.0,1,1,20.2125,,S,10.0,1,0,0.0
425,0,3,male,,0,0,7.25,,S,25.252100840336134,1,0,0.0
426,1,2,female,28.0,1,0,26.0,,S,20.0,1,1,0.0
427,1,2,female,19.0,0,0,26.0,,S,10.0,1,1,0.0
428,0,3,male,,0,0,7.75,,Q,25.252100840336134,1,0,1.0
429,1,3,male,32.0,0,0,8.05,E10,S,30.0,7,0,0.0
430,1,1,male,28.0,0,0,26.55,C52,S,20.0,4,0,0.0
431,1,3,female,,1,0,16.1,,S,25.252100840336134,1,1,0.0
432,1,2,female,42.0,1,0,26.0,,S,40.0,1,1,0.0
433,0,3,male,17.0,0,0,7.125,,S,10.0,1,0,0.0
434,0,1,male,50.0,1,0,55.9,E44,S,50.0,7,0,0.0
435,1,1,female,14.0,1,2,120.0,B96 B98,S,10.0,6,1,0.0
436,0,3,female,21.0,2,2,34.375,,S,20.0,1,1,0.0
437,1,2,female,24.0,2,3,18.75,,S,20.0,1,1,0.0
438,0,1,male,64.0,1,4,263.0,C23 C25 C27,S,60.0,4,0,0.0
439,0,2,male,31.0,0,0,10.5,,S,30.0,1,0,0.0
440,1,2,female,45.0,1,1,26.25,,S,40.0,1,1,0.0
441,0,3,male,20.0,0,0,9.5,,S,20.0,1,0,0.0
442,0,3,male,25.0,1,0,7.775,,S,20.0,1,0,0.0
443,1,2,female,28.0,0,0,13.0,,S,20.0,1,1,0.0
444,1,3,male,,0,0,8.1125,,S,25.252100840336134,1,0,0.0
445,1,1,male,4.0,0,2,81.8583,A34,S,0.0,2,0,0.0
446,1,2,female,13.0,0,1,19.5,,S,10.0,1,1,0.0
447,1,1,male,34.0,0,0,26.55,,S,30.0,1,0,0.0
448,1,3,female,5.0,2,1,19.2583,,C,0.0,1,1,2.0
449,1,1,male,52.0,0,0,30.5,C104,S,50.0,4,0,0.0
450,0,2,male,36.0,1,2,27.75,,S,30.0,1,0,0.0
451,0,3,male,,1,0,19.9667,,S,25.252100840336134,1,0,0.0
452,0,1,male,30.0,0,0,27.75,C111,C,30.0,4,0,2.0
453,1,1,male,49.0,1,0,89.1042,C92,C,40.0,4,0,2.0
454,0,3,male,,0,0,8.05,,S,25.252100840336134,1,0,0.0
455,1,3,male,29.0,0,0,7.8958,,C,20.0,1,0,2.0
456,0,1,male,65.0,0,0,26.55,E38,S,60.0,7,0,0.0
457,1,1,female,,1,0,51.8625,D21,S,25.252100840336134,8,1,0.0
458,1,2,female,50.0,0,0,10.5,,S,50.0,1,1,0.0
459,0,3,male,,0,0,7.75,,Q,25.252100840336134,1,0,1.0
460,1,1,male,48.0,0,0,26.55,E12,S,40.0,7,0,0.0
461,0,3,male,34.0,0,0,8.05,,S,30.0,1,0,0.0
462,0,1,male,47.0,0,0,38.5,E63,S,40.0,7,0,0.0
463,0,2,male,48.0,0,0,13.0,,S,40.0,1,0,0.0
464,0,3,male,,0,0,8.05,,S,25.252100840336134,1,0,0.0
465,0,3,male,38.0,0,0,7.05,,S,30.0,1,0,0.0
466,0,2,male,,0,0,0.0,,S,25.252100840336134,1,0,0.0
467,0,1,male,56.0,0,0,26.55,,S,50.0,1,0,0.0
468,0,3,male,,0,0,7.725,,Q,25.252100840336134,1,0,1.0
469,1,3,female,0.75,2,1,19.2583,,C,0.0,1,1,2.0
470,0,3,male,,0,0,7.25,,S,25.252100840336134,1,0,0.0
471,0,3,male,38.0,0,0,8.6625,,S,30.0,1,0,0.0
472,1,2,female,33.0,1,2,27.75,,S,30.0,1,1,0.0
473,1,2,female,23.0,0,0,13.7917,D,C,20.0,8,1,2.0
474,0,3,female,22.0,0,0,9.8375,,S,20.0,1,1,0.0
475,0,1,male,,0,0,52.0,A14,S,25.252100840336134,2,0,0.0
476,0,2,male,34.0,1,0,21.0,,S,30.0,1,0,0.0
477,0,3,male,29.0,1,0,7.0458,,S,20.0,1,0,0.0
478,0,3,male,22.0,0,0,7.5208,,S,20.0,1,0,0.0
479,1,3,female,2.0,0,1,12.2875,,S,0.0,1,1,0.0
480,0,3,male,9.0,5,2,46.9,,S,0.0,1,0,0.0
481,0,2,male,,0,0,0.0,,S,25.252100840336134,1,0,0.0
482,0,3,male,50.0,0,0,8.05,,S,50.0,1,0,0.0
483,1,3,female,63.0,0,0,9.5875,,S,60.0,1,1,0.0
484,1,1,male,25.0,1,0,91.0792,B49,C,20.0,6,0,2.0
485,0,3,female,,3,1,25.4667,,S,25.252100840336134,1,1,0.0
486,1,1,female,35.0,1,0,90.0,C93,S,30.0,4,1,0.0
487,0,1,male,58.0,0,0,29.7,B37,C,50.0,6,0,2.0
488,0,3,male,30.0,0,0,8.05,,S,30.0,1,0,0.0
489,1,3,male,9.0,1,1,15.9,,S,0.0,1,0,0.0
490,0,3,male,,1,0,19.9667,,S,25.252100840336134,1,0,0.0
491,0,3,male,21.0,0,0,7.25,,S,20.0,1,0,0.0
492,0,1,male,55.0,0,0,30.5,C30,S,50.0,4,0,0.0
493,0,1,male,71.0,0,0,49.5042,,C,70.0,1,0,2.0
494,0,3,male,21.0,0,0,8.05,,S,20.0,1,0,0.0
495,0,3,male,,0,0,14.4583,,C,25.252100840336134,1,0,2.0
496,1,1,female,54.0,1,0,78.2667,D20,C,50.0,8,1,2.0
497,0,3,male,,0,0,15.1,,S,25.252100840336134,1,0,0.0
498,0,1,female,25.0,1,2,151.55,C22 C26,S,20.0,4,1,0.0
499,0,3,male,24.0,0,0,7.7958,,S,20.0,1,0,0.0
500,0,3,male,17.0,0,0,8.6625,,S,10.0,1,0,0.0
501,0,3,female,21.0,0,0,7.75,,Q,20.0,1,1,1.0
502,0,3,female,,0,0,7.6292,,Q,25.252100840336134,1,1,1.0
503,0,3,female,37.0,0,0,9.5875,,S,30.0,1,1,0.0
504,1,1,female,16.0,0,0,86.5,B79,S,10.0,6,1,0.0
505,0,1,male,18.0,1,0,108.9,C65,C,10.0,4,0,2.0
506,1,2,female,33.0,0,2,26.0,,S,30.0,1,1,0.0
507,1,1,male,,0,0,26.55,,S,25.252100840336134,1,0,0.0
508,0,3,male,28.0,0,0,22.525,,S,20.0,1,0,0.0
509,1,3,male,26.0,0,0,56.4958,,S,20.0,1,0,0.0
510,1,3,male,29.0,0,0,7.75,,Q,20.0,1,0,1.0
511,0,3,male,,0,0,8.05,,S,25.252100840336134,1,0,0.0
512,1,1,male,36.0,0,0,26.2875,E25,S,30.0,7,0,0.0
513,1,1,female,54.0,1,0,59.4,,C,50.0,1,1,2.0
514,0,3,male,24.0,0,0,7.4958,,S,20.0,1,0,0.0
515,0,1,male,47.0,0,0,34.0208,D46,S,40.0,8,0,0.0
516,1,2,female,34.0,0,0,10.5,F33,S,30.0,5,1,0.0
517,0,3,male,,0,0,24.15,,Q,25.252100840336134,1,0,1.0
518,1,2,female,36.0,1,0,26.0,,S,30.0,1,1,0.0
519,0,3,male,32.0,0,0,7.8958,,S,30.0,1,0,0.0
520,1,1,female,30.0,0,0,93.5,B73,S,30.0,6,1,0.0
521,0,3,male,22.0,0,0,7.8958,,S,20.0,1,0,0.0
522,0,3,male,,0,0,7.225,,C,25.252100840336134,1,0,2.0
523,1,1,female,44.0,0,1,57.9792,B18,C,40.0,6,1,2.0
524,0,3,male,,0,0,7.2292,,C,25.252100840336134,1,0,2.0
525,0,3,male,40.5,0,0,7.75,,Q,40.0,1,0,1.0
526,1,2,female,50.0,0,0,10.5,,S,50.0,1,1,0.0
527,0,1,male,,0,0,221.7792,C95,S,25.252100840336134,4,0,0.0
528,0,3,male,39.0,0,0,7.925,,S,30.0,1,0,0.0
529,0,2,male,23.0,2,1,11.5,,S,20.0,1,0,0.0
530,1,2,female,2.0,1,1,26.0,,S,0.0,1,1,0.0
531,0,3,male,,0,0,7.2292,,C,25.252100840336134,1,0,2.0
532,0,3,male,17.0,1,1,7.2292,,C,10.0,1,0,2.0
533,1,3,female,,0,2,22.3583,,C,25.252100840336134,1,1,2.0
534,0,3,female,30.0,0,0,8.6625,,S,30.0,1,1,0.0
535,1,2,female,7.0,0,2,26.25,,S,0.0,1,1,0.0
536,0,1,male,45.0,0,0,26.55,B38,S,40.0,6,0,0.0
537,1,1,female,30.0,0,0,106.425,,C,30.0,1,1,2.0
538,0,3,male,,0,0,14.5,,S,25.252100840336134,1,0,0.0
539,1,1,female,22.0,0,2,49.5,B39,C,20.0,6,1,2.0
540,1,1,female,36.0,0,2,71.0,B22,S,30.0,6,1,0.0
541,0,3,female,9.0,4,2,31.275,,S,0.0,1,1,0.0
542,0,3,female,11.0,4,2,31.275,,S,10.0,1,1,0.0
543,1,2,male,32.0,1,0,26.0,,S,30.0,1,0,0.0
544,0,1,male,50.0,1,0,106.425,C86,C,50.0,4,0,2.0
545,0,1,male,64.0,0,0,26.0,,S,60.0,1,0,0.0
546,1,2,female,19.0,1,0,26.0,,S,10.0,1,1,0.0
547,1,2,male,,0,0,13.8625,,C,25.252100840336134,1,0,2.0
548,0,3,male,33.0,1,1,20.525,,S,30.0,1,0,0.0
549,1,2,male,8.0,1,1,36.75,,S,0.0,1,0,0.0
550,1,1,male,17.0,0,2,110.8833,C70,C,10.0,4,0,2.0
551,0,2,male,27.0,0,0,26.0,,S,20.0,1,0,0.0
552,0,3,male,,0,0,7.8292,,Q,25.252100840336134,1,0,1.0
553,1,3,male,22.0,0,0,7.225,,C,20.0,1,0,2.0
554,1,3,female,22.0,0,0,7.775,,S,20.0,1,1,0.0
555,0,1,male,62.0,0,0,26.55,,S,60.0,1,0,0.0
556,1,1,female,48.0,1,0,39.6,A16,C,40.0,2,1,2.0
557,0,1,male,,0,0,227.525,,C,25.252100840336134,1,0,2.0
558,1,1,female,39.0,1,1,79.65,E67,S,30.0,7,1,0.0
559,1,3,female,36.0,1,0,17.4,,S,30.0,1,1,0.0
560,0,3,male,,0,0,7.75,,Q,25.252100840336134,1,0,1.0
561,0,3,male,40.0,0,0,7.8958,,S,40.0,1,0,0.0
562,0,2,male,28.0,0,0,13.5,,S,20.0,1,0,0.0
563,0,3,male,,0,0,8.05,,S,25.252100840336134,1,0,0.0
564,0,3,female,,0,0,8.05,,S,25.252100840336134,1,1,0.0
565,0,3,male,24.0,2,0,24.15,,S,20.0,1,0,0.0
566,0,3,male,19.0,0,0,7.8958,,S,10.0,1,0,0.0
567,0,3,female,29.0,0,4,21.075,,S,20.0,1,1,0.0
568,0,3,male,,0,0,7.2292,,C,25.252100840336134,1,0,2.0
569,1,3,male,32.0,0,0,7.8542,,S,30.0,1,0,0.0
570,1,2,male,62.0,0,0,10.5,,S,60.0,1,0,0.0
571,1,1,female,53.0,2,0,51.4792,C101,S,50.0,4,1,0.0
572,1,1,male,36.0,0,0,26.3875,E25,S,30.0,7,0,0.0
573,1,3,female,,0,0,7.75,,Q,25.252100840336134,1,1,1.0
574,0,3,male,16.0,0,0,8.05,,S,10.0,1,0,0.0
575,0,3,male,19.0,0,0,14.5,,S,10.0,1,0,0.0
576,1,2,female,34.0,0,0,13.0,,S,30.0,1,1,0.0
577,1,1,female,39.0,1,0,55.9,E44,S,30.0,7,1,0.0
578,0,3,female,,1,0,14.4583,,C,25.252100840336134,1,1,2.0
579,1,3,male,32.0,0,0,7.925,,S,30.0,1,0,0.0
580,1,2,female,25.0,1,1,30.0,,S,20.0,1,1,0.0
581,1,1,female,39.0,1,1,110.8833,C68,C,30.0,4,1,2.0
582,0,2,male,54.0,0,0,26.0,,S,50.0,1,0,0.0
583,0,1,male,36.0,0,0,40.125,A10,C,30.0,2,0,2.0
584,0,3,male,,0,0,8.7125,,C,25.252100840336134,1,0,2.0
585,1,1,female,18.0,0,2,79.65,E68,S,10.0,7,1,0.0
586,0,2,male,47.0,0,0,15.0,,S,40.0,1,0,0.0
587,1,1,male,60.0,1,1,79.2,B41,C,60.0,6,0,2.0
588,0,3,male,22.0,0,0,8.05,,S,20.0,1,0,0.0
589,0,3,male,,0,0,8.05,,S,25.252100840336134,1,0,0.0
590,0,3,male,35.0,0,0,7.125,,S,30.0,1,0,0.0
591,1,1,female,52.0,1,0,78.2667,D20,C,50.0,8,1,2.0
592,0,3,male,47.0,0,0,7.25,,S,40.0,1,0,0.0
593,0,3,female,,0,2,7.75,,Q,25.252100840336134,1,1,1.0
594,0,2,male,37.0,1,0,26.0,,S,30.0,1,0,0.0
595,0,3,male,36.0,1,1,24.15,,S,30.0,1,0,0.0
596,1,2,female,,0,0,33.0,,S,25.252100840336134,1,1,0.0
597,0,3,male,49.0,0,0,0.0,,S,40.0,1,0,0.0
598,0,3,male,,0,0,7.225,,C,25.252100840336134,1,0,2.0
599,1,1,male,49.0,1,0,56.9292,A20,C,40.0,2,0,2.0
600,1,2,female,24.0,2,1,27.0,,S,20.0,1,1,0.0
601,0,3,male,,0,0,7.8958,,S,25.252100840336134,1,0,0.0
602,0,1,male,,0,0,42.4,,S,25.252100840336134,1,0,0.0
603,0,3,male,44.0,0,0,8.05,,S,40.0,1,0,0.0
604,1,1,male,35.0,0,0,26.55,,C,30.0,1,0,2.0
605,0,3,male,36.0,1,0,15.55,,S,30.0,1,0,0.0
606,0,3,male,30.0,0,0,7.8958,,S,30.0,1,0,0.0
607,1,1,male,27.0,0,0,30.5,,S,20.0,1,0,0.0
608,1,2,female,22.0,1,2,41.5792,,C,20.0,1,1,2.0
609,1,1,female,40.0,0,0,153.4625,C125,S,40.0,4,1,0.0
610,0,3,female,39.0,1,5,31.275,,S,30.0,1,1,0.0
611,0,3,male,,0,0,7.05,,S,25.252100840336134,1,0,0.0
612,1,3,female,,1,0,15.5,,Q,25.252100840336134,1,1,1.0
613,0,3,male,,0,0,7.75,,Q,25.252100840336134,1,0,1.0
614,0,3,male,35.0,0,0,8.05,,S,30.0,1,0,0.0
615,1,2,female,24.0,1,2,65.0,,S,20.0,1,1,0.0
616,0,3,male,34.0,1,1,14.4,,S,30.0,1,0,0.0
617,0,3,female,26.0,1,0,16.1,,S,20.0,1,1,0.0
618,1,2,female,4.0,2,1,39.0,F4,S,0.0,5,1,0.0
619,0,2,male,26.0,0,0,10.5,,S,20.0,1,0,0.0
620,0,3,male,27.0,1,0,14.4542,,C,20.0,1,0,2.0
621,1,1,male,42.0,1,0,52.5542,D19,S,40.0,8,0,0.0
622,1,3,male,20.0,1,1,15.7417,,C,20.0,1,0,2.0
623,0,3,male,21.0,0,0,7.8542,,S,20.0,1,0,0.0
624,0,3,male,21.0,0,0,16.1,,S,20.0,1,0,0.0
625,0,1,male,61.0,0,0,32.3208,D50,S,60.0,8,0,0.0
626,0,2,male,57.0,0,0,12.35,,Q,50.0,1,0,1.0
627,1,1,female,21.0,0,0,77.9583,D9,S,20.0,8,1,0.0
628,0,3,male,26.0,0,0,7.8958,,S,20.0,1,0,0.0
629,0,3,male,,0,0,7.7333,,Q,25.252100840336134,1,0,1.0
630,1,1,male,80.0,0,0,30.0,A23,S,80.0,2,0,0.0
631,0,3,male,51.0,0,0,7.0542,,S,50.0,1,0,0.0
632,1,1,male,32.0,0,0,30.5,B50,C,30.0,6,0,2.0
633,0,1,male,,0,0,0.0,,S,25.252100840336134,1,0,0.0
634,0,3,female,9.0,3,2,27.9,,S,0.0,1,1,0.0
635,1,2,female,28.0,0,0,13.0,,S,20.0,1,1,0.0
636,0,3,male,32.0,0,0,7.925,,S,30.0,1,0,0.0
637,0,2,male,31.0,1,1,26.25,,S,30.0,1,0,0.0
638,0,3,female,41.0,0,5,39.6875,,S,40.0,1,1,0.0
639,0,3,male,,1,0,16.1,,S,25.252100840336134,1,0,0.0
640,0,3,male,20.0,0,0,7.8542,,S,20.0,1,0,0.0
641,1,1,female,24.0,0,0,69.3,B35,C,20.0,6,1,2.0
642,0,3,female,2.0,3,2,27.9,,S,0.0,1,1,0.0
643,1,3,male,,0,0,56.4958,,S,25.252100840336134,1,0,0.0
644,1,3,female,0.75,2,1,19.2583,,C,0.0,1,1,2.0
645,1,1,male,48.0,1,0,76.7292,D33,C,40.0,8,0,2.0
646,0,3,male,19.0,0,0,7.8958,,S,10.0,1,0,0.0
647,1,1,male,56.0,0,0,35.5,A26,C,50.0,2,0,2.0
648,0,3,male,,0,0,7.55,,S,25.252100840336134,1,0,0.0
649,1,3,female,23.0,0,0,7.55,,S,20.0,1,1,0.0
650,0,3,male,,0,0,7.8958,,S,25.252100840336134,1,0,0.0
651,1,2,female,18.0,0,1,23.0,,S,10.0,1,1,0.0
652,0,3,male,21.0,0,0,8.4333,,S,20.0,1,0,0.0
653,1,3,female,,0,0,7.8292,,Q,25.252100840336134,1,1,1.0
654,0,3,female,18.0,0,0,6.75,,Q,10.0,1,1,1.0
655,0,2,male,24.0,2,0,73.5,,S,20.0,1,0,0.0
656,0,3,male,,0,0,7.8958,,S,25.252100840336134,1,0,0.0
657,0,3,female,32.0,1,1,15.5,,Q,30.0,1,1,1.0
658,0,2,male,23.0,0,0,13.0,,S,20.0,1,0,0.0
659,0,1,male,58.0,0,2,113.275,D48,C,50.0,8,0,2.0
660,1,1,male,50.0,2,0,133.65,,S,50.0,1,0,0.0
661,0,3,male,40.0,0,0,7.225,,C,40.0,1,0,2.0
662,0,1,male,47.0,0,0,25.5875,E58,S,40.0,7,0,0.0
663,0,3,male,36.0,0,0,7.4958,,S,30.0,1,0,0.0
664,1,3,male,20.0,1,0,7.925,,S,20.0,1,0,0.0
665,0,2,male,32.0,2,0,73.5,,S,30.0,1,0,0.0
666,0,2,male,25.0,0,0,13.0,,S,20.0,1,0,0.0
667,0,3,male,,0,0,7.775,,S,25.252100840336134,1,0,0.0
668,0,3,male,43.0,0,0,8.05,,S,40.0,1,0,0.0
669,1,1,female,,1,0,52.0,C126,S,25.252100840336134,4,1,0.0
670,1,2,female,40.0,1,1,39.0,,S,40.0,1,1,0.0
671,0,1,male,31.0,1,0,52.0,B71,S,30.0,6,0,0.0
672,0,2,male,70.0,0,0,10.5,,S,70.0,1,0,0.0
673,1,2,male,31.0,0,0,13.0,,S,30.0,1,0,0.0
674,0,2,male,,0,0,0.0,,S,25.252100840336134,1,0,0.0
675,0,3,male,18.0,0,0,7.775,,S,10.0,1,0,0.0
676,0,3,male,24.5,0,0,8.05,,S,20.0,1,0,0.0
677,1,3,female,18.0,0,0,9.8417,,S,10.0,1,1,0.0
678,0,3,female,43.0,1,6,46.9,,S,40.0,1,1,0.0
679,1,1,male,36.0,0,1,512.3292,B51 B53 B55,C,30.0,6,0,2.0
680,0,3,female,,0,0,8.1375,,Q,25.252100840336134,1,1,1.0
681,1,1,male,27.0,0,0,76.7292,D49,C,20.0,8,0,2.0
682,0,3,male,20.0,0,0,9.225,,S,20.0,1,0,0.0
683,0,3,male,14.0,5,2,46.9,,S,10.0,1,0,0.0
684,0,2,male,60.0,1,1,39.0,,S,60.0,1,0,0.0
685,0,2,male,25.0,1,2,41.5792,,C,20.0,1,0,2.0
686,0,3,male,14.0,4,1,39.6875,,S,10.0,1,0,0.0
687,0,3,male,19.0,0,0,10.1708,,S,10.0,1,0,0.0
688,0,3,male,18.0,0,0,7.7958,,S,10.0,1,0,0.0
689,1,1,female,15.0,0,1,211.3375,B5,S,10.0,6,1,0.0
690,1,1,male,31.0,1,0,57.0,B20,S,30.0,6,0,0.0
691,1,3,female,4.0,0,1,13.4167,,C,0.0,1,1,2.0
692,1,3,male,,0,0,56.4958,,S,25.252100840336134,1,0,0.0
693,0,3,male,25.0,0,0,7.225,,C,20.0,1,0,2.0
694,0,1,male,60.0,0,0,26.55,,S,60.0,1,0,0.0
695,0,2,male,52.0,0,0,13.5,,S,50.0,1,0,0.0
696,0,3,male,44.0,0,0,8.05,,S,40.0,1,0,0.0
697,1,3,female,,0,0,7.7333,,Q,25.252100840336134,1,1,1.0
698,0,1,male,49.0,1,1,110.8833,C68,C,40.0,4,0,2.0
699,0,3,male,42.0,0,0,7.65,F G63,S,40.0,5,0,0.0
700,1,1,female,18.0,1,0,227.525,C62 C64,C,10.0,4,1,2.0
701,1,1,male,35.0,0,0,26.2875,E24,S,30.0,7,0,0.0
702,0,3,female,18.0,0,1,14.4542,,C,10.0,1,1,2.0
703,0,3,male,25.0,0,0,7.7417,,Q,20.0,1,0,1.0
704,0,3,male,26.0,1,0,7.8542,,S,20.0,1,0,0.0
705,0,2,male,39.0,0,0,26.0,,S,30.0,1,0,0.0
706,1,2,female,45.0,0,0,13.5,,S,40.0,1,1,0.0
707,1,1,male,42.0,0,0,26.2875,E24,S,40.0,7,0,0.0
708,1,1,female,22.0,0,0,151.55,,S,20.0,1,1,0.0
709,1,3,male,,1,1,15.2458,,C,25.252100840336134,1,0,2.0
710,1,1,female,24.0,0,0,49.5042,C90,C,20.0,4,1,2.0
711,0,1,male,,0,0,26.55,C124,S,25.252100840336134,4,0,0.0
712,1,1,male,48.0,1,0,52.0,C126,S,40.0,4,0,0.0
713,0,3,male,29.0,0,0,9.4833,,S,20.0,1,0,0.0
714,0,2,male,52.0,0,0,13.0,,S,50.0,1,0,0.0
715,0,3,male,19.0,0,0,7.65,F G73,S,10.0,5,0,0.0
716,1,1,female,38.0,0,0,227.525,C45,C,30.0,4,1,2.0
717,1,2,female,27.0,0,0,10.5,E101,S,20.0,7,1,0.0
718,0,3,male,,0,0,15.5,,Q,25.252100840336134,1,0,1.0
719,0,3,male,33.0,0,0,7.775,,S,30.0,1,0,0.0
720,1,2,female,6.0,0,1,33.0,,S,0.0,1,1,0.0
721,0,3,male,17.0,1,0,7.0542,,S,10.0,1,0,0.0
722,0,2,male,34.0,0,0,13.0,,S,30.0,1,0,0.0
723,0,2,male,50.0,0,0,13.0,,S,50.0,1,0,0.0
724,1,1,male,27.0,1,0,53.1,E8,S,20.0,7,0,0.0
725,0,3,male,20.0,0,0,8.6625,,S,20.0,1,0,0.0
726,1,2,female,30.0,3,0,21.0,,S,30.0,1,1,0.0
727,1,3,female,,0,0,7.7375,,Q,25.252100840336134,1,1,1.0
728,0,2,male,25.0,1,0,26.0,,S,20.0,1,0,0.0
729,0,3,female,25.0,1,0,7.925,,S,20.0,1,1,0.0
730,1,1,female,29.0,0,0,211.3375,B5,S,20.0,6,1,0.0
731,0,3,male,11.0,0,0,18.7875,,C,10.0,1,0,2.0
732,0,2,male,,0,0,0.0,,S,25.252100840336134,1,0,0.0
733,0,2,male,23.0,0,0,13.0,,S,20.0,1,0,0.0
734,0,2,male,23.0,0,0,13.0,,S,20.0,1,0,0.0
735,0,3,male,28.5,0,0,16.1,,S,20.0,1,0,0.0
736,0,3,female,48.0,1,3,34.375,,S,40.0,1,1,0.0
737,1,1,male,35.0,0,0,512.3292,B101,C,30.0,6,0,2.0
738,0,3,male,,0,0,7.8958,,S,25.252100840336134,1,0,0.0
739,0,3,male,,0,0,7.8958,,S,25.252100840336134,1,0,0.0
740,1,1,male,,0,0,30.0,D45,S,25.252100840336134,8,0,0.0
741,0,1,male,36.0,1,0,78.85,C46,S,30.0,4,0,0.0
742,1,1,female,21.0,2,2,262.375,B57 B59 B63 B66,C,20.0,6,1,2.0
743,0,3,male,24.0,1,0,16.1,,S,20.0,1,0,0.0
744,1,3,male,31.0,0,0,7.925,,S,30.0,1,0,0.0
745,0,1,male,70.0,1,1,71.0,B22,S,70.0,6,0,0.0
746,0,3,male,16.0,1,1,20.25,,S,10.0,1,0,0.0
747,1,2,female,30.0,0,0,13.0,,S,30.0,1,1,0.0
748,0,1,male,19.0,1,0,53.1,D30,S,10.0,8,0,0.0
749,0,3,male,31.0,0,0,7.75,,Q,30.0,1,0,1.0
750,1,2,female,4.0,1,1,23.0,,S,0.0,1,1,0.0
751,1,3,male,6.0,0,1,12.475,E121,S,0.0,7,0,0.0
752,0,3,male,33.0,0,0,9.5,,S,30.0,1,0,0.0
753,0,3,male,23.0,0,0,7.8958,,S,20.0,1,0,0.0
754,1,2,female,48.0,1,2,65.0,,S,40.0,1,1,0.0
755,1,2,male,0.67,1,1,14.5,,S,0.0,1,0,0.0
756,0,3,male,28.0,0,0,7.7958,,S,20.0,1,0,0.0
757,0,2,male,18.0,0,0,11.5,,S,10.0,1,0,0.0
758,0,3,male,34.0,0,0,8.05,,S,30.0,1,0,0.0
759,1,1,female,33.0,0,0,86.5,B77,S,30.0,6,1,0.0
760,0,3,male,,0,0,14.5,,S,25.252100840336134,1,0,0.0
761,0,3,male,41.0,0,0,7.125,,S,40.0,1,0,0.0
762,1,3,male,20.0,0,0,7.2292,,C,20.0,1,0,2.0
763,1,1,female,36.0,1,2,120.0,B96 B98,S,30.0,6,1,0.0
764,0,3,male,16.0,0,0,7.775,,S,10.0,1,0,0.0
765,1,1,female,51.0,1,0,77.9583,D11,S,50.0,8,1,0.0
766,0,1,male,,0,0,39.6,,C,25.252100840336134,1,0,2.0
